小韻次序	代表字	全部字	反切	編碼	切韻拼音	unt切韻擬音L	unt切韻擬音J	潘悟雲擬音
3390	搰	搰扢𣝗𦗣抇鶻尳㨡𡰅滑	戶骨	jaL	ghot	ʁot	ʁot	ɦu̯ot꜊
3391	卒	卒倅稡	臧沒	NaL	tsot	tsot	tsot	tsu̯ot꜊
3392	曷	曷褐毼鶡蝎餲䫘𩩲骱㮫鞨	胡葛	jcD	ghat	ʁat	ʁat	ɦɑt꜊
3393	䫘	䫘𠿒喝猲𦤦㿣暍𩡔	許葛	icD	hat	χat	χat	hɑt꜊
3394	怛	怛𢛁妲呾炟䵣狚笪𦬹靼	當割	EcD	tat	tat	tat	tɑt꜊
3395	闥	闥㒓撻躂澾獺䲚𣥂羍𦍒達汏噧	他達	FcD	that	tʰat	tʰat	tʰɑt꜊
3396	遏	遏齃頞堨閼胺餲靄咹𠥜𢉥	烏葛	hcD	qat	ʡat	ʡat	ʔɑt꜊
3397	剌	剌揧辢䓶瘌攋糲癩𢈠轢𢃴䶛㻝𥈙楋蝲	盧達	IcD	lat	ɫat	ɫat	lɑt꜊
3398	渴	渴㵣𤸎䳚嵑磕骹䅥	苦曷	ecD	khat	qʰat	qʰat	kʰɑt꜊
3399	達	達薘	唐割	GcD	dat	dat	dat	dɑt꜊
3400	嶻	巀囋囐㩵	才割	PcD	dzat	dzat	dzat	dzɑt꜊
3401	嶭	嶭䡾屵枿𣡌櫱𣎴𠱥㩵𠲗歺頇齾	五割	gcD	ngat	ɴat	ɴat	ŋɑt꜊
3402	葛	葛䈓獦割𩢛匃輵𨞛𥢸㵧	古達	dcD	kat	qat	qat	kɑt꜊
3403	躠	躠薩摋𥻦𠱡攃䉈𦼧𨐖	桑割	QcD	sat	sat	sat	sɑt꜊
3404	攃	攃䌨礤	七曷	OcD	tshat	tsʰat	tsʰat	tsʰɑt꜊
3405	捺	捺𤷈䖧	奴曷	HcD	nat	nat	nat	nɑt꜊
3406	䔾	䔾	予割	jcD	ghat	ʁat	ʁat	ɦɑt꜊
3407	末	末昩𩑷䀛䴲𨣱䬴秣𥬎靺韎苜粖𩱷𥽘䱅眜抹妺𠇱𢗿𡊉瀎𩿣沫𦫕袜	莫撥	DcD	mat	ᵯat	mat	mu̯ɑt꜊
3408	枂	枂	五活	gcL	ngwat	ɴwat	ɴwat	ŋʷɑt꜊
3409	柮	柮	藏活	PcL	dzwat	dzwat	dzwat	dzʷɑt꜊
3410	撥	撥癶袚茇鉢盋䳊鱍䢌𩯌襏帗㤄𦪑驋筏	北末	AcD	pat	ᵱat	pat	pu̯ɑt꜊
3411	䰖	𩯳拶㳨𠛱𨀨𤁢	姊末	NcD	tsat	tsat	tsat	tsɑt꜊
3412	括	括活𣽅髺檜栝聒䒷𦸈鴰萿适銛佸頢劊葀䯏懖𦗾筈	古活	dcL	kwat	qwat	qwat	kʷɑt꜊
3413	闊	闊蛞筈适䟯𤫵	苦栝	ecL	khwat	qʰwat	qʰwat	kʰʷɑt꜊
3414	活	活𣽅䄆越鬠佸秳姡	戶括	jcL	ghwat	ʁwat	ʁwat	ɦʷɑt꜊
3415	奪	奪𡙜敓脫挩莌痥鮵	徒活	GcL	dwat	dwat	dwat	dʷɑt꜊
3416	豁	豁𧯆奯濊𤃴泧𣁳眓	呼括	icL	hwat	χwat	χwat	hʷɑt꜊
3417	斡	斡焥䩊捾𣁳嬒䁊睕𥄗	烏括	hcL	qwat	ʡwat	ʡwat	ʔʷɑt꜊
3418	繓	繓撮攥	子括	NcL	tswat	tswat	tswat	tsʷɑt꜊
3419	鏺	鏺𢯸𨂩㧊䣪𨡩𣸍𥄱鱍𧘟𦫔䍨𠷑	普活	BcD	phat	ᵱʰat	pʰat	pʰu̯ɑt꜊
3420	侻	侻挩脫莌棁	他括	FcL	thwat	tʰwat	tʰwat	tʰʷɑt꜊
3421	捋	捋𠜖蛶㸹㭩	郎括	IcL	lwat	ɫwat	ɫwat	lʷɑt꜊
3422	掇	掇剟鵽腏祋咄裰敠	丁括	EcL	twat	twat	twat	tʷɑt꜊
3423	撮	撮襊	倉括	OcL	tshwat	tsʰwat	tsʰwat	tsʰʷɑt꜊
3424	跋	跋䟛𧺡𧺺魃𢇷軷䣮馛炦颰癹妭犮䚨拔胈鈸䳊䮂菝坺𩃶茇䯋	蒲撥	CcD	bat	ᵬat	bat	bu̯ɑt꜊
3425	黠	黠𩪲䕸䦖	胡八	jeD	gheet	ʁeˤt	ʁeˤt	ɦɣɛt꜊
3426	札	札㱜蚻紮𩿤扎	側八	SeD	tsreet	tʂeˤt	tʂeˤt	tʂɣɛt꜊
3427	拔	拔菝𥎱	蒲八	CeD	beet	ᵬeˤt	beˤt	bɣɛt꜊
3428	𤫶	𤫶擖劼鬝𩮁𠛉㓤硈𦸉䂒咭𢼣	恪八	eeD	kheet	qʰeˤt	qʰeˤt	kʰɣɛt꜊
3429	滑	滑猾䱻磆螖䴳𧽌鶻	戶八	jeL	ghweet	ʁweˤt	ʁweˤt	ɦʷɣɛt꜊
3430	八	八𩡩朳捌扒㺴䤢哵玐釟	博拔	AeD	peet	ᵱeˤt	peˤt	pɣɛt꜊
3431	窡	窡𠿡娺鵽聉	丁滑	JeL	trweet	ʈweˤt	ʈweˤt	ʈʷɣɛt꜊
3432	婠	婠𣁳嗢䯉穵嗗	烏八	heL	qweet	ʡweˤt	ʡweˤt	ʔʷɣɛt꜊
3433	豽	豽貀㕯肭	女滑	MeL	nrweet	ɳweˤt	ɳweˤt	ɳʷɣɛt꜊
3434	䶪	𪙻䕓察詧𣘤𥉻𩴳	初八	TeD	tsrheet	tʂʰeˤt	tʂʰeˤt	tʂʰɣɛt꜊
3435	劀	劀𠟽鱊	古滑	deL	kweet	qweˤt	qweˤt	kʷɣɛt꜊
3436	戛	戛扴圿稭鴶楔秸骱鞂砎忦嘎𠜵𪃈袺㮖磍頡	古黠	deD	keet	qeˤt	qeˤt	kɣɛt꜊
3437	軋	軋圠揠嫼䝟猰穵𥈔䰲窫	烏黠	heD	qeet	ʡeˤt	ʡeˤt	ʔɣɛt꜊
3438	殺	殺煞鎩𣻑帴蔱榝	所八	VeD	sreet	ʂeˤt	ʂeˤt	ʂɣɛt꜊
3439	㑻	㑻䀣齂䯦𪒜睰礣	莫八	DeD	meet	ᵯeˤt	meˤt	mɣɛt꜊
3440	傄	傄䀨	呼八	ieL	hweet	χweˤt	χweˤt	hʷɣɛt꜊
3441	痆	痆𤷈𧞍	女黠	MeD	nreet	ɳeˤt	ɳeˤt	ɳɣɛt꜊
3442	𦤙	𦤙聉𦘍	五滑	geL	ngweet	ɴweˤt	ɴweˤt	ŋʷɣɛt꜊
3443	䯇	䯇	口滑	eeL	khweet	qʰweˤt	qʰweˤt	kʰʷɣɛt꜊
3444	汃	汃𪗔𥐙𨋐	普八	BeD	pheet	ᵱʰeˤt	pʰeˤt	pʰɣɛt꜊
3445	茁	茁	鄒滑	SeL	tsrweet	tʂweˤt	tʂweˤt	tʂʷɣɛt꜊
3446	鎋	鎋舝轄𪗾鶷砎𧕱𤪍𦵯𡑧縖𩝛𥰶𠢆𢮟	胡瞎	jdD	ghaet	ʁaˤt	ʁaˤt	ɦɣæt꜊
3447	𪆰	𪆰䦪𡇼咀劜	乙鎋	hdD	qaet	ʡaˤt	ʡaˤt	ʔɣæt꜊
3448	齾	齾聐𩮝𡿖	五鎋	gdD	ngaet	ɴaˤt	ɴaˤt	ŋɣæt꜊
3449	刹	刹䓭	初鎋	TdD	tsrhaet	tʂʰaˤt	tʂʰaˤt	tʂʰɣæt꜊
3450	𥴭	𥴭楬磍趏	枯鎋	edD	khaet	qʰaˤt	qʰaˤt	kʰɣæt꜊
3451	瞎	瞎𪗾𩮂㔠	許鎋	idD	haet	χaˤt	χaˤt	hɣæt꜊
3452	獺	獺	他鎋	KdD	trhaet	ʈʰaˤt	ʈʰaˤt	ʈʰɣæt꜊
3453	刮	刮鴰劀䄆趏	古䫄	ddL	kwaet	qwaˤt	qwaˤt	kʷɣæt꜊
3454	頢	頢𤁪𦧠敌舌姡咶	下刮	jdL	ghwaet	ʁwaˤt	ʁwaˤt	ɦʷɣæt꜊
3455	䫄	䫄𤁫	丑刮	KdL	trhwaet	ʈʰwaˤt	ʈʰwaˤt	ʈʰʷɣæt꜊
3456	鵽	鵽窡錣	丁刮	JdL	trwaet	ʈwaˤt	ʈwaˤt	ʈʷɣæt꜊
3457	刷	刷	數刮	VdL	srwaet	ʂwaˤt	ʂwaˤt	ʂʷɣæt꜊
3458	刖	刖䎳㱚䚴	五刮	gdL	ngwaet	ɴwaˤt	ɴwaˤt	ŋʷɣæt꜊
3459	䵵	䵵㔍	初刮	TdL	tsrhwaet	tʂʰwaˤt	tʂʰwaˤt	tʂʰʷɣæt꜊
3460	礣	𥗥帓帕㩢	莫鎋	DdD	maet	ᵯaˤt	maˤt	mɣæt꜊
3461	妠	妠𤬷袦	女刮	MdL	nrwaet	ɳwaˤt	ɳwaˤt	ɳʷɣæt꜊
3462	捌	捌㭭	百鎋	AdD	paet	ᵱaˤt	paˤt	pɣæt꜊
3463	𪈟	𪈟擖𩮁猰	古鎋	ddD	kaet	qaˤt	qaˤt	kɣæt꜊
3464	𨰉	𨰉耫㳐	查鎋	UdD	dzraet	dʐaˤt	dʐaˤt	dʐɣæt꜊
3465	哳	哳𢧖𧶇眣	陟鎋	JdD	traet	ʈaˤt	ʈaˤt	ʈɣæt꜊
3466	𩭿	𩭿	而轄	MdD	nraet	ɳaˤt	ɳaˤt	ɳɣæt꜊
3467	屑	屑楔揳𨇨榍糏僁偰㴽𦵱𦞚㨝	先結	QgD	set	set	set	set꜊
3468	切	切㗫𪙌竊柣沏䟙詧	千結	OgD	tshet	tsʰet	tsʰet	tsʰet꜊
3469	結	結絜潔䥛鍥桔𣚃𧾯𪃈袺拮狤魝𡔣𧍩	古屑	dgD	ket	qet	qet	ket꜊
3470	節	節𢎛癤蝍楶𤁢㸅𡴺𩯰䲙幯𠬨𧞩	子結	NgD	tset	tset	tset	tset꜊
3471	血	血𥅧䆷䆝䦑泬疦瞲決䛎䒸坹	呼決	igL	hwet	χwet	χwet	hʷet꜊
3472	闋	闋湀缺𨴒	苦穴	egL	khwet	qʰwet	qʰwet	kʰʷet꜊
3473	玦	玦潏䀗譎訣𧤾觼鐍駃𦯊芵赽鴂鈌𣬎決觖騤㭈疦蚗趹憰𧝃䏐抉	古穴	dgL	kwet	qwet	qwet	kʷet꜊
3474	穴	穴坹䋉袕	胡決	jgL	ghwet	ʁwet	ʁwet	ɦʷet꜊
3475	抉	抉䆕妜焆𥈾䆢	於決	hgL	qwet	ʡwet	ʡwet	ʔʷet꜊
3476	姪	姪眣昳胅凸垤耋迭跌絰驖嵽軼䭿𨳺瓞咥墆戜苵镻䳀荎𪗻𢲼恎詄摕𪀒𠽧𡼄泆𥑇趃㦅	徒結	GgD	det	det	det	det꜊
3477	鐵	鐵銕僣餮飻蛈𢶋驖	他結	FgD	thet	tʰet	tʰet	tʰet꜊
3478	纈	纈䦖擷𢴲頡頁齕紇襭絜𥊯𧀺𪕯翓䐼㹂奊籺𨵪𥢹覈	胡結	jgD	ghet	ʁet	ʁet	ɦet꜊
3479	涅	涅捏𦵐𡍤圼篞苶𥔄𤶚㖏𦛠菍	奴結	HgD	net	net	net	net꜊
3480	截	𢧵𧾢岊巀蠞䕙𩟦	昨結	PgD	dzet	dzet	dzet	dzet꜊
3481	齧	齧霓蜺嵲槷臬嶭臲隉䘽𡶫闑𡿖	五結	ggD	nget	ɴet	ɴet	ŋet꜊
3482	蔑	蔑懱𧂝㩢蠛篾幭鱴𥾝衊䩏㒝𥉓𤊾覕𪇴𥣫鴓瀎𥸴𥌨粖𩱷	莫結	DgD	met	ᵯet	met	met꜊
3483	㢼	㢼䋢閉𩋇𡘴䌘㭭䘷㔡	方結	AgD	pet	ᵱet	pet	pet꜊
3484	噎	噎䊦㝣蠮𤝱咽	烏結	hgD	qet	ʡet	ʡet	ʔet꜊
3485	猰	猰䫔挈㼤𡔣契栔鍥蛪	苦結	egD	khet	qʰet	qʰet	kʰet꜊
3486	㚛	𡘐䩤擷𢴲褉䙽	虎結	igD	het	χet	χet	het꜊
3487	撆	撆丿𢠳瞥䭱䋢嫳䫾鐅暼	普蔑	BgD	phet	ᵱʰet	pʰet	pʰet꜊
3488	蹩	蹩㮰𩓝癟䭱咇苾馝䏟飶蛂柲𢛎襒	蒲結	CgD	bet	ᵬet	bet	bet꜊
3489	窒	窒𥉺蛭㗧咥𨴗𡇓	丁結	EgD	tet	tet	tet	tet꜊
3490	𥸸	𥸸戾捩綟唳𥃎夨	練結	IgD	let	ɫet	ɫet	let꜊
3491	薛	薛䥍紲緤褻辥泄渫禼𥝁媟齛䊝𣽒𣊓絬㡜疶㔎	私列	QfD	siet	sjet	sjet	siᴇt꜊
3492	列	列𠛱迾蛚鮤烈洌冽裂茢颲鴷栵㤠挒𩢾𡊻𡿪姴䅀	良辥	IfD	liet	let	let	liᴇt꜊
3493	哲	哲悊喆嚞蜇	陟列	JfD	triet	ʈet	ʈet	ʈiᴇt꜊
3494	傑	傑桀竭碣楬榤揭渴嵥滐櫭偈杰搩	渠列	ffH	gyet	ɡɹet	ɡɹet	ɡɣiᴇt꜊
3495	熱	熱苶	如列	cfD	njiet	ɲet	ɲet	ȵiᴇt꜊
3496	晢	晢晣浙折靼𩍕䩢䏳䀿	旨熱	XfD	tjiet	tɕet	tɕet	tɕiᴇt꜊
3497	舌	舌揲蛥鞨	食列	bfD	zjiet	ʑet	ʑet	ʑiᴇt꜊
3498	折	折	常列	ZfD	djiet	dʑet	dʑet	dʑiᴇt꜊
3499	孼	孼糱讞𤅊蠥㜸闑𡴎钀櫱䶬䡾	魚列	gfH	ngyet	ŋɹet	ŋɹet	ŋɣiᴇt꜊
3500	滅	滅搣	亡列	DfD	miet	mjet	mjet	miᴇt꜊
3501	朅	朅揭藒愒𡐤	丘竭	efH	khyet	kʰɹet	kʰɹet	kʰɣiᴇt꜊
3502	鷩	鷩鼈虌鄨𡐞憋䳤	并列	AfD	piet	pjet	pjet	piᴇt꜊
3503	絕	絕	情雪	PfL	dzwiet	dzjwet	dzjwet	dzʷiᴇt꜊
3504	蕝	蕝㔢𨼎	子悅	NfL	tswiet	tsjwet	tsjwet	tsʷiᴇt꜊
3505	雪	雪䨮㡜㨹	相絕	QfL	swiet	sjwet	sjwet	sʷiᴇt꜊
3506	𤿫	𤿫	丑悅	KfL	trhwiet	ʈʰwet	ʈʰwet	ʈʰʷiᴇt꜊
3507	悅	悅說閱蛻娧𧀲䓲	弋雪	lfL	jwiet	jwet	jwet	jʷiᴇt꜊
3508	缺	缺蒛	傾雪	efL	khwiet	kʰjwet	kʰjwet	kʰʷiᴇt꜊
3509	噦	噦	乙劣	hfP	quet	ʔɹwet	ʔɹwet	ʔʷɣiᴇt꜊
3510	爇	爇焫蜹㨎㕯	如劣	cfL	njwiet	ɲwet	ɲwet	ȵʷiᴇt꜊
3511	說	說	失爇	afL	sjwiet	ɕwet	ɕwet	ɕʷiᴇt꜊
3512	拙	拙炪䂐梲蝃準䫎𠭴䪼𨢬䖦	職悅	XfL	tjwiet	tɕwet	tɕwet	tɕʷiᴇt꜊
3513	歠	歠啜	昌悅	YfL	tjhwiet	tɕʰwet	tɕʰwet	tɕʰʷiᴇt꜊
3514	輟	輟畷惙餟罬剟醊啜䟾綴掇腏𩋁叕𧖀	陟劣	JfL	trwiet	ʈwet	ʈwet	ʈʷiᴇt꜊
3515	劣	劣𢚃埒䟹鋝脟㸹蛶㲕浖哷㭩𦓤	力輟	IfL	lwiet	lwet	lwet	lʷiᴇt꜊
3516	瞥	瞥潎憋癟	芳滅	BfD	phiet	pʰjet	pʰjet	pʰiᴇt꜊
3517	別	別𡷘	皮列	CfH	byet	bɹet	bɹet	bɣiᴇt꜊
3518	轍	轍徹撤澈㯙	直列	LfD	driet	ɖet	ɖet	ɖiᴇt꜊
3519	䇷	䇷𧧸莂扒别	方別	AfH	pyet	pɹet	pɹet	pɣiᴇt꜊
3520	㕞	㕞刷𠴪𠻜	所劣	VfL	sruet	ʂwet	ʂwet	ʂʷiᴇt꜊
3521a	孑	孑𨥂趌	居列	dfD	kiet	kjet	kjet	kiᴇt꜊
3521b	揭	訐䅥揭	居列	dfH	kyet	kɹet	kɹet	kɣiᴇt꜊
3522	設	設蔎	識列	afD	sjiet	ɕet	ɕet	ɕiᴇt꜊
3523	吶	呐	女劣	MfL	nrwiet	ɳwet	ɳwet	ɳʷiᴇt꜊
3524	𥄎	𥄎𩖶𣧡烕𦐋吷	許劣	ifL	hwiet	xjwet	xjwet	hʷiᴇt꜊
3525	妜	妜	於悅	hfL	qwiet	ʔjwet	ʔjwet	ʔʷiᴇt꜊
3526	蹶	蹶𧱝𧣸䞵罬	紀劣	dfP	kuet	kɹwet	kɹwet	kʷɣiᴇt꜊
3527	茁	茁䵵	側劣	SfL	tsruet	tʂwet	tʂwet	tʂʷiᴇt꜊
3528	膬	膬絟𥕹敠	七絕	OfL	tshwiet	tsʰjwet	tsʰjwet	tsʰʷiᴇt꜊
3529	𧕾	蠽𧓷𪇲尐𢪍𣧖𩯰𠯙	姊列	NfD	tsiet	tsjet	tsjet	tsiᴇt꜊
3530	榝	榝	山列	VfD	sryet	ʂet	ʂet	ʂiᴇt꜊
3531	焆	焆𠱝	於列	hfH	qyet	ʔɹet	ʔɹet	ʔɣiᴇt꜊
3532	屮	屮撤硩徹䚢聅䒆	丑列	KfD	trhiet	ʈʰet	ʈʰet	ʈʰiᴇt꜊
3533	娎	娎焎	許列	ifH	hyet	xɹet	xɹet	hɣiᴇt꜊
3534	啜	啜	殊雪	ZfL	djwiet	dʑwet	dʑwet	dʑʷiᴇt꜊
3535	㔍	㔍	廁別	TfL	tsrhuet	tʂʰwet	tʂʰwet	tʂʰʷiᴇt꜊
3536	㿱	㿱𧋍	寺絕	RfL	zwiet	zjwet	zjwet	zʷiᴇt꜊
3537	掣	掣瘛	昌列	YfD	tjhiet	tɕʰet	tɕʰet	tɕʰiᴇt꜊
3538	抴	抴	羊列	lfD	jiet	jet	jet	jiᴇt꜊
3539	𨵊	𨵊	士列	UfD	dzryet	dʐet	dʐet	dʐiᴇt꜊
3540	藥	藥躍礿禴蘥鑰𩱲瀹𤅢𤄶爚櫟龠䋤𠩃敫籥𢅹𥌺𧕋纅鸙㜰𤒀䟑㿑𨷲𧢢䠯𨈋䖃	以灼	lpD	jyak	jaq	jaq	jɨak꜊
3541	略	略䌎擽掠㗉䂮𧎾䀩䛚	離灼	IpD	lyak	laq	laq	lɨak꜊
3542	腳	腳脚蹻卻屩	居勺	dpD	kyak	kaq	kj̈aq	kɨak꜊
3543	灼	灼斫彴㣿勺酌繳焯䅵妁謶𥯩犳䶂𧘑禚	之若	XpD	tjyak	tɕaq	tɕaq	tɕɨak꜊
3544	爍	爍鑠獡㜰爚䁻䟏	書藥	apD	sjyak	ɕaq	ɕaq	ɕɨak꜊
3545	若	若弱鄀箬蒻楉溺䐞惹叒𨀝	而灼	cpD	njyak	ɲaq	ɲaq	ȵɨak꜊
3546	綽	綽繛婥磭	昌約	YpD	tjhyak	tɕʰaq	tɕʰaq	tɕʰɨak꜊
3547	約	約葯	於略	hpD	qyak	ʔaq	ʔj̈aq	ʔɨak꜊
3548	卻	卻却𨟠𤷽	去約	epD	khyak	kʰaq	kʰj̈aq	kʰɨak꜊
3549	虐	虐磭瘧	魚約	gpD	ngyak	ŋaq	ŋj̈aq	ŋɨak꜊
3550	妁	妁勺汋杓仢芍	市若	ZpD	djyak	dʑaq	dʑaq	dʑɨak꜊
3551	㲋	㲋𤟭婼逴辵蠚	丑略	KpD	trhyak	ʈʰaq	ʈʰaq	ʈʰɨak꜊
3552	削	削	息約	QpD	syak	sjaq	sjaq	sɨak꜊
3553	斮	斮	側略	SpD	tsryak	tʂaq	tʂaq	tʂɨak꜊
3554	爵	爵𩰥雀爝燋㩱䶂	即略	NpD	tsyak	tsjaq	tsjaq	tsɨak꜊
3555	皭	皭嚼爝	在爵	PpD	dzyak	dzjaq	dzjaq	dzɨak꜊
3556	鵲	鵲舄趞㹱碏芍皵踖䇎䱜	七雀	OpD	tshyak	tsʰjaq	tsʰjaq	tsʰɨak꜊
3557	噱	噱蹻𠊬𧍕𧮫𠶸臄醵䐘	其虐	fpD	gyak	ɡaq	ɡj̈aq	ɡɨak꜊
3558	嬳	嬳𡤬彠臒	憂縛	hpL	quak	ʔwaq	ʔwaq	ʔʷɨak꜊
3559	縛	縛	符钁	CpD	buak	baq	bʋaq	bɨak꜊
3560	䂄	䂄矆彏戄	許縛	ipL	huak	xwaq	xwaq	hʷɨak꜊
3561	籰	籰𧤽𧅚𥸘䢲	王縛	kpL	uak	waq	waq	ɦʷɨak꜊
3562	玃	玃貜𧾵钁攫矍𡚠彏躩𪈴𨏹	居縛	dpL	kuak	kwaq	kwaq	kʷɨak꜊
3563	芍	芍著𥖛櫡鐯𣃈擆	張略	JpD	tryak	ʈaq	ʈaq	ʈɨak꜊
3564	著	著	直略	LpD	dryak	ɖaq	ɖaq	ɖɨak꜊
3565	躩	躩𢖦	丘縛	epL	khuak	kʰwaq	kʰwaq	kʰʷɨak꜊
3566	戄	戄𧾵𡚠䣤貜	具籰	fpL	guak	ɡwaq	ɡwaq	ɡʷɨak꜊
3567	逽	逽𨵫蹃	女略	MpD	nryak	ɳaq	ɳaq	ɳɨak꜊
3568	𩅿	𩅿	孚縛	BpD	phuak	pʰaq	pʰʋaq	pʰɨak꜊
3569	謔	謔	虛約	ipD	hyak	xaq	xj̈aq	hɨak꜊
3570	鐸	鐸剫度𢜬踱凙襗𩑒𧩧𩍜䐾㤞喥仛𨍏	徒落	GqD	dak	daq	daq	dɑk꜊
3571	莫	莫幕鄚膜鏌摸漠瘼寞瞙嗼塻𣩎𢊗𡈗𠢓	慕各	DqD	mak	ᵯaq	maq	mɑk꜊
3572	落	落絡烙洛珞酪樂𩂣轢笿硌駱𤽼𩊚㓢鉻馲𩧐鮥䶅雒𣛗𧭥躒鵅𤻲𣧳𤽥挌𪇱濼袼䀩𨏒	盧各	IqD	lak	ɫaq	ɫaq	lɑk꜊
3573	託	託袥橐魠籜𣔳𣟄拓馲𩧐𨂫蘀𦚈侂飥魄沰矺	他各	FqD	thak	tʰaq	tʰaq	tʰɑk꜊
3574	作	作迮柞糳鑿㘀	則落	NqD	tsak	tsaq	tsaq	tsɑk꜊
3575	錯	錯厝䱜逪剒縒莡	倉各	OqD	tshak	tsʰaq	tsʰaq	tsʰɑk꜊
3576	各	各閣格胳袼	古落	dqD	kak	qaq	qaq	kɑk꜊
3577	恪	恪㤩愙	苦各	eqD	khak	qʰaq	qʰaq	kʰɑk꜊
3578	咢	咢愕鄂諤𠟎𧊜𧍞遌萼鍔𡅡崿鶚鰐噩㗁齶顎𡾙鑩偔堮𡓐㮙湂	五各	gqD	ngak	ɴaq	ɴaq	ŋɑk꜊
3579	𩔈	𩔈奤濼䨰粕膊𦢸䪙搏胉蒪𥴮𦿍𦥭𦐦	匹各	BqD	phak	ᵱʰaq	pʰaq	pʰɑk꜊
3580	惡	惡𢙣堊蝁	烏各	hqD	qak	ʡaq	ʡaq	ʔɑk꜊
3581	泊	泊亳箔薄礴簿𩍿鑮踄𩽛䭦	傍各	CqD	bak	ᵬaq	baq	bɑk꜊
3582	𦞦	𦞦鄗壑㕡蠚謞郝鰝熇嗃矐	呵各	iqD	hak	χaq	χaq	hɑk꜊
3583	索	索𢱢溹𩌈𦵫㮦	蘇各	QqD	sak	saq	saq	sɑk꜊
3584	涸	涸鶴貈貉狢𠗂佫䮤𥉑䅂䶅	下各	jqD	ghak	ʁaq	ʁaq	ɦɑk꜊
3585	昨	昨酢莋怍𣫞鑿笮筰柞㸲岝䎰飵𦁎𢂃䋏秨砟葃鈼	在各	PqD	dzak	dzaq	dzaq	dzɑk꜊
3586	博	博髆搏爆鎛㗘𪙍襮鑮簙䗚猼䍸欂𩌏溥䶈餺䙏𥴮	補各	AqD	pak	ᵱaq	paq	pɑk꜊
3587	諾	諾	奴各	HqD	nak	naq	naq	nɑk꜊
3588	霍	霍靃霩䁨藿矐彉彍攉瀖劐癨	虛郭	iqL	hwak	χwaq	χwaq	hʷɑk꜊
3589	郭	郭𩫏𨟍崞椁槨彉彍埻𦘅	古博	dqL	kwak	qwaq	qwaq	kʷɑk꜊
3590	雘	雘蠖𩟓臒鸌嬳	烏郭	hqL	qwak	ʡwaq	ʡwaq	ʔʷɑk꜊
3591	穫	穫鑊㦜檴𤐰濩擭䨥𤻙𢋒	胡郭	jqL	ghwak	ʁwaq	ʁwaq	ɦʷɑk꜊
3592	廓	廓鞹漷𠠎籗噋	苦郭	eqL	khwak	qʰwaq	qʰwaq	kʰʷɑk꜊
3593	瓁	瓁	五郭	gqL	ngwak	ɴwaq	ɴwaq	ŋʷɑk꜊
3594	硦	硦	盧穫	IqL	lwak	ɫwaq	ɫwaq	lʷɑk꜊
3595	㘀	㘀	祖郭	NqL	tswak	tswaq	tswaq	tsʷɑk꜊
3596	陌	陌帞袹𡠜㱳貘蛨貊佰驀㹮𩢷嗼貉洦𢫦𧻙銆	莫白	DrD	maek	ᵯaˤk	maˤk	mɣæk꜊
3597	磔	磔虴舴𤜤𪄱馲𩑒𪐏嫡𥧮杔	陟格	JrD	traek	ʈaˤk	ʈaˤk	ʈɣæk꜊
3598	白	白帛舶鮊𦰬	傍陌	CrD	baek	ᵬaˤk	baˤk	bɣæk꜊
3599	伯	伯迫敀百柏湐𦯉㼟	博陌	ArD	paek	ᵱaˤk	paˤk	pɣæk꜊
3600	劇	劇屐𨍺𤭏𢜭㘌	奇逆	fsD	gyaek	ɡɹak	ɡɹak	ɡɣiæk꜊
3601	戟	戟撠𦺩𤜾谻丮𢜭𩯋	几劇	dsD	kyaek	kɹak	kɹak	kɣiæk꜊
3602	𡩡	𡩡索䞽溹䂹𥻨	山戟	VsD	sryaek	ʂak	ʂak	ʂɣiæk꜊
3603	柵	柵䜺簎	測戟	TsD	tsrhyaek	tʂʰak	tʂʰak	tʂʰɣiæk꜊
3604	嚄	嚄𡄴	胡伯	jrL	ghwaek	ʁwaˤk	ʁwaˤk	ɦʷɣæk꜊
3605	嘖	嘖迮窄笮㳻諎舴蚱	側伯	SrD	tsraek	tʂaˤk	tʂaˤk	tʂɣæk꜊
3606	齚	齚齰咋泎岝	鋤陌	UrD	dzraek	dʐaˤk	dʐaˤk	dʐɣæk꜊
3607	隙	隙郤綌𠊬𧯈𡭴𠶸	綺戟	esD	khyaek	kʰɹak	kʰɹak	kʰɣiæk꜊
3608	額	額頟䱮峉詻䩹	五陌	grD	ngaek	ɴaˤk	ɴaˤk	ŋɣæk꜊
3609	逆	逆屰縌㘙𥿬𠱘	宜戟	gsD	ngyaek	ŋɹak	ŋɹak	ŋɣiæk꜊
3610	客	客喀礊揢	苦格	erD	khaek	qʰaˤk	qʰaˤk	kʰɣæk꜊
3611	啞	啞𩚬	烏格	hrD	qaek	ʡaˤk	ʡaˤk	ʔɣæk꜊
3612	虩	虩	許郤	isD	hyaek	xɹak	xɹak	hɣiæk꜊
3613	坼	𡍩𧼳𩑒㿭𤖴𩎚	丑格	KrD	trhaek	ʈʰaˤk	ʈʰaˤk	ʈʰɣæk꜊
3614	䪝	䪝	乙白	hrL	qwaek	ʡwaˤk	ʡwaˤk	ʔʷɣæk꜊
3615	拍	拍魄怕皛敀𠓗珀𧻙𤖼洦	普伯	BrD	phaek	ᵱʰaˤk	pʰaˤk	pʰɣæk꜊
3616	赫	赫爀嚇𢅰𥋿	呼格	irD	haek	χaˤk	χaˤk	hɣæk꜊
